location,hour,minute,flow,speed
0036,16,10,3480,76
0036,16,12,3480,78
0036,16,14,3552,76
0036,16,16,3660,76
0036,16,18,3610,76
0036,16,20,3570,76
0036,16,22,3650,76
0036,16,24,3860,76
0036,16,26,3680,76
0036,16,28,3460,77
0036,16,30,3680,76
0036,16,32,3410,77
0036,16,34,3490,77
0036,16,36,4000,76
0036,16,38,3650,76
0036,16,40,3770,76
0036,16,42,3510,77
0036,16,44,3640,76
0036,16,46,3850,76
0036,16,48,4300,76
0036,16,50,3830,76
0036,16,52,4210,75
0036,16,54,3670,77
0036,16,56,3830,76
0036,16,58,4240,76
0036,17,0,3960,76
0036,17,2,3390,76
0036,17,4,3710,76
0036,17,6,3760,76
0036,17,8,3840,76
0036,17,10,4500,75
0036,17,12,4340,75
0036,17,14,4170,75
0036,17,16,4500,76
0036,17,18,4270,76
0036,17,20,4500,76
0036,17,22,4630,75
0036,17,24,4070,76
0036,17,26,4040,75
0036,17,28,4310,75
0036,17,30,4350,74
0036,17,32,4120,75
0036,17,34,4320,74
0036,17,36,4050,75
0036,17,38,4410,75
0036,17,40,4460,74
0036,17,42,4040,75
0036,17,44,4130,75
0036,17,46,4010,74
0036,17,48,4280,75
0036,17,50,4340,75
0036,17,52,4600,74
0036,17,54,4350,75
0036,17,56,4110,74
0036,17,58,4350,74
0036,18,0,3810,76
0036,18,2,3940,74
0036,18,4,4270,75
0036,18,6,4090,74
0036,18,8,4060,74
0036,18,10,3830,74
0036,18,12,4120,75
0036,18,14,4510,73
0036,18,16,4090,73
0036,18,18,3950,75
0036,18,20,4320,74
0036,18,22,4060,75
0036,18,24,3660,74
0036,18,26,4020,74
0036,18,28,3880,75
0040,15,30,3600,76
0040,15,32,3900,75
0040,15,34,3440,75
0040,15,36,3340,76
0040,15,38,3460,75
0040,15,40,2800,76
0040,15,42,3860,76
0040,15,44,3780,75
0040,15,46,3660,76
0040,15,48,3580,76
0040,15,50,3400,76
0040,15,52,3640,75
0040,15,54,3260,75
0040,15,56,2900,76
0040,15,58,3440,75
0040,16,0,3100,76
0040,16,2,3380,76
0040,16,4,3120,75
0040,16,6,2920,77
0040,16,8,3870,76
0040,16,10,3220,76
0040,16,12,3700,76
0040,16,14,3800,76
0040,16,16,3020,76
0040,16,18,3600,76
0040,16,20,3580,76
0040,16,22,3820,77
0040,16,24,4000,76
0040,16,26,4320,75
0040,16,28,3620,76
0040,16,30,4040,74
0040,16,32,3580,76
0040,16,34,4120,75
0040,16,36,4000,75
0040,16,38,3160,76
0040,16,40,3760,76
0040,16,42,3780,76
0040,16,44,4160,75
0040,16,46,3880,75
0040,16,48,4380,74
0040,16,50,4420,75
0040,16,52,4830,72
0040,16,54,3740,75
0040,16,56,3660,76
0040,16,58,4120,74
0040,17,0,3900,75
0040,17,2,3880,74
0040,17,4,3420,75
0040,17,6,3780,73
0040,17,8,3640,76
0040,17,10,4080,75
0040,17,12,4240,74
0040,17,14,4220,75
0040,17,16,4500,74
0040,17,18,4220,75
0040,17,20,4440,75
0040,17,22,4640,74
0040,17,24,4140,75
0040,17,26,4260,75
0040,17,28,4240,73
0040,17,30,4420,73
0040,17,32,4280,73
0040,17,34,4160,74
0040,17,36,4620,73
0040,17,38,4700,73
0040,17,40,4840,73
0040,17,42,3800,75
0040,17,44,4380,74
0040,17,46,4300,73
0040,17,48,4540,73
0040,17,50,3940,73
0040,17,52,4640,73
0040,17,54,4140,73
0040,17,56,4400,73
0040,17,58,4400,74
0040,18,0,4180,73
0040,18,2,3980,74
0040,18,4,4180,75
0040,18,6,4200,73
0040,18,8,4240,74
0040,18,10,3840,75
0040,18,12,4300,75
0040,18,14,4080,74
0040,18,16,4440,72
0040,18,18,4060,75
0040,18,20,4980,72
0040,18,22,4060,74
0040,18,24,3680,72
0040,18,26,4360,74
0040,18,28,4240,75
0046,15,30,3380,78
0046,15,32,3720,78
0046,15,34,3420,78
0046,15,36,3492,78
0046,15,38,3450,78
0046,15,40,3660,78
0046,15,42,3580,78
0046,15,44,3860,77
0046,15,46,3660,78
0046,15,48,3660,78
0046,15,50,3110,78
0046,15,52,3380,79
0046,15,54,3230,79
0046,15,56,3270,79
0046,15,58,3320,78
0046,16,0,3360,79
0046,16,2,3380,79
0046,16,4,2950,79
0046,16,6,3180,79
0046,16,8,3510,79
0046,16,10,3400,78
0046,16,12,3770,78
0046,16,14,4000,78
0046,16,16,3504,78
0046,16,18,3580,78
0046,16,20,3790,78
0046,16,22,3820,78
0046,16,24,3700,79
0046,16,26,3870,78
0046,16,28,3990,78
0046,16,30,3530,79
0046,16,32,3740,78
0046,16,34,3840,79
0046,16,36,4000,78
0046,16,38,3470,79
0046,16,40,3810,78
0046,16,42,3810,78
0046,16,44,4510,77
0046,16,46,3870,78
0046,16,48,4230,78
0046,16,50,4100,78
0046,16,52,4110,77
0046,16,54,4030,78
0046,16,56,4070,78
0046,16,58,4760,77
0046,17,0,3980,77
0046,17,2,3460,78
0046,17,4,3930,78
0046,17,6,4220,77
0046,17,8,4000,78
0046,17,10,3890,77
0046,17,12,4380,78
0046,17,14,4520,78
0046,17,16,4700,77
0046,17,18,4290,77
0046,17,20,4250,78
0046,17,22,4780,77
0046,17,24,4370,77
0046,17,26,4410,78
0046,17,28,4520,76
0046,17,30,4410,77
0046,17,32,4360,76
0046,17,34,4460,77
0046,17,36,4340,76
0046,17,38,4190,77
0046,17,40,4270,76
0046,17,42,4280,77
0046,17,44,4240,77
0046,17,46,4560,75
0046,17,48,4220,77
0046,17,50,4020,77
0046,17,52,4410,77
0046,17,54,4100,76
0046,17,56,4300,77
0046,17,58,4570,76
0046,18,0,3720,77
0046,18,2,4030,77
0046,18,4,3730,78
0046,18,6,4220,77
0046,18,8,4180,77
0046,18,10,4170,78
0046,18,12,4220,77
0046,18,14,3550,77
0046,18,16,4460,75
0046,18,18,4320,76
0046,18,20,4300,76
0046,18,22,3880,78
0046,18,24,3870,77
0046,18,26,4110,77
0046,18,28,4050,77
0052,15,30,4560,73
0052,15,32,4560,74
0052,15,34,5040,73
0052,15,36,4920,73
0052,15,38,4620,73
0052,15,40,4660,74
0052,15,42,4980,74
0052,15,44,5420,74
0052,15,46,4920,74
0052,15,48,4980,74
0052,15,50,4680,74
0052,15,52,4780,73
0052,15,54,5040,74
0052,15,56,5760,72
0052,15,58,4820,74
0052,16,0,5120,73
0052,16,2,4740,74
0052,16,4,4380,74
0052,16,6,5400,74
0052,16,8,4180,73
0052,16,10,4920,73
0052,16,12,5120,73
0052,16,14,5760,72
0052,16,16,4560,73
0052,16,18,5140,73
0052,16,20,5360,73
0052,16,22,5060,74
0052,16,24,4500,73
0052,16,26,5300,73
0052,16,28,5100,74
0052,16,30,5220,73
0052,16,32,4820,74
0052,16,34,5760,71
0052,16,36,5380,73
0052,16,38,5500,73
0052,16,40,5480,74
0052,16,42,4720,72
0052,16,44,5960,73
0052,16,46,5860,73
0052,16,48,5720,74
0052,16,50,5980,72
0052,16,52,5520,72
0052,16,54,5380,73
0052,16,56,6120,72
0052,16,58,5820,73
0052,17,0,6200,71
0052,17,2,5280,73
0052,17,4,5780,72
0052,17,6,5680,72
0052,17,8,6060,69
0052,17,10,6240,71
0052,17,12,6440,72
0052,17,14,6460,73
0052,17,16,5800,72
0052,17,18,6380,72
0052,17,20,6780,72
0052,17,22,6240,72
0052,17,24,6180,71
0052,17,26,6640,71
0052,17,28,6520,71
0052,17,30,7080,70
0052,17,32,6000,70
0052,17,34,5920,70
0052,17,36,6440,71
0052,17,38,5700,72
0052,17,40,5680,71
0052,17,42,6140,71
0052,17,44,5820,71
0052,17,46,6300,71
0052,17,48,5880,72
0052,17,50,6140,71
0052,17,52,5980,71
0052,17,54,5640,72
0052,17,56,5520,72
0052,17,58,6120,72
0052,18,0,5380,72
0052,18,2,5680,72
0052,18,4,4800,73
0052,18,6,5400,72
0052,18,8,5900,71
0052,18,10,5500,72
0052,18,12,5660,71
0052,18,14,5160,72
0052,18,16,5680,71
0052,18,18,6220,71
0052,18,20,5480,72
0052,18,22,5460,73
0052,18,24,5340,72
0052,18,26,5180,73
