location,hour,minute,flow,speed,maxspeed
0019,15,30,1650,71,72
0019,15,32,1605,68,72
0019,15,34,1590,68,69
0019,15,36,1515,67,70
0019,15,38,1830,66,70
0019,15,40,1650,66,67
0019,15,42,1845,68,73
0019,15,44,1515,67,70
0019,15,46,1620,69,70
0019,15,48,1650,67,69
0019,15,50,1470,67,70
0019,15,52,1590,67,72
0019,15,54,1755,66,68
0019,15,56,1440,69,72
0019,15,58,1155,68,73
0019,16,0,1575,69,72
0019,16,2,1665,68,70
0019,16,4,1425,69,70
0019,16,6,1470,67,68
0019,16,8,1605,68,70
0019,16,10,1680,67,70
0019,16,12,1545,67,70
0019,16,14,1530,68,74
0019,16,16,1395,68,74
0019,16,18,1845,67,69
0019,16,20,1710,66,68
0019,16,22,1590,69,74
0019,16,24,1530,69,70
0019,16,26,1890,68,69
0019,16,28,1395,69,73
0019,16,30,1440,69,76
0019,16,32,1470,70,82
0019,16,34,1380,68,68
0019,16,36,1695,69,71
0019,16,38,1470,66,70
0019,16,40,1455,68,70
0019,16,42,1545,69,72
0019,16,44,1620,68,70
0019,16,46,1590,68,71
0019,16,48,1605,70,74
0019,16,50,1710,68,72
0019,16,52,1635,67,68
0019,16,54,1575,69,70
0019,16,56,1800,69,72
0019,16,58,1440,69,70
0019,17,0,1485,69,72
0019,17,2,1650,68,70
0019,17,4,1605,66,66
0019,17,6,1845,66,70
0019,17,8,1410,68,70
0019,17,10,1515,69,72
0019,17,12,1695,69,70
0019,17,14,1485,68,72
0019,17,16,1695,68,70
0019,17,18,1665,67,69
0019,17,20,1860,67,69
0019,17,22,1950,66,68
0019,17,24,2025,66,71
0019,17,26,1710,66,68
0019,17,28,1770,69,71
0019,17,30,1755,66,70
0019,17,32,1635,68,71
0019,17,34,1740,68,69
0019,17,36,1680,67,68
0019,17,38,1650,67,68
0019,17,40,1740,68,71
0019,17,42,1635,68,72
0019,17,44,1500,67,69
0019,17,46,1680,68,76
0019,17,48,1515,66,68
0019,17,50,1455,67,73
0019,17,52,1425,68,70
0019,17,54,1470,68,72
0019,17,56,1620,68,70
0019,17,58,1590,67,70
0019,18,0,1635,66,68
0019,18,2,1290,70,74
0019,18,4,1515,65,68
0019,18,6,1455,68,72
0019,18,8,1635,66,68
0019,18,10,1545,67,70
0019,18,12,1335,69,72
0019,18,14,1335,67,68
0019,18,16,1575,66,66
0019,18,18,1275,67,70
0019,18,20,1350,67,72
0019,18,22,1485,67,72
0019,18,24,1515,65,66
0019,18,26,1230,72,78
0019,18,28,1185,68,68
0021,15,30,1530,74,76
0021,15,32,1590,71,74
0021,15,34,1755,71,73
0021,15,36,1650,72,74
0021,15,38,1800,72,77
0021,15,40,1695,70,72
0021,15,42,1845,72,76
0021,15,44,1515,72,76
0021,15,46,1590,72,76
0021,15,48,1860,71,73
0021,15,50,1650,73,78
0021,15,52,1725,72,77
0021,15,54,1860,70,73
0021,15,56,1485,72,74
0021,15,58,1245,72,74
0021,16,0,1710,73,76
0021,16,2,1620,73,74
0021,16,4,1455,72,76
0021,16,6,1410,71,72
0021,16,8,1755,72,74
0021,16,10,1680,73,76
0021,16,12,1590,72,76
0021,16,14,1605,72,76
0021,16,16,1410,73,76
0021,16,18,1950,72,74
0021,16,20,1770,70,74
0021,16,22,1395,72,78
0021,16,24,1695,72,73
0021,16,26,1965,72,74
0021,16,28,1560,74,76
0021,16,30,1455,73,80
0021,16,32,1545,74,80
0021,16,34,1500,73,75
0021,16,36,1710,72,74
0021,16,38,1635,71,76
0021,16,40,1530,73,74
0021,16,42,1500,72,72
0021,16,44,1605,71,74
0021,16,46,1500,72,74
0021,16,48,1395,74,76
0021,16,50,1755,73,76
0021,16,52,1635,72,74
0021,16,54,1650,73,77
0021,16,56,1785,72,75
0021,16,58,1515,72,74
0021,17,0,1650,73,78
0021,17,2,1575,73,75
0021,17,4,1605,72,73
0021,17,6,1845,71,75
0021,17,8,1605,71,75
0021,17,10,1605,73,74
0021,17,12,1695,74,76
0021,17,14,1545,72,77
0021,17,16,1785,73,75
0021,17,18,1830,73,82
0021,17,20,1710,73,76
0021,17,22,1845,73,74
0021,17,24,1980,70,74
0021,17,26,1680,71,74
0021,17,28,1725,73,78
0021,17,30,1770,70,74
0021,17,32,1785,73,76
0021,17,34,1650,72,74
0021,17,36,1785,70,72
0021,17,38,1485,71,73
0021,17,40,1830,72,73
0021,17,42,1725,73,75
0021,17,44,1560,71,72
0021,17,46,1605,73,82
0021,17,48,1530,72,74
0021,17,50,1440,72,74
0021,17,52,1425,71,74
0021,17,54,1740,72,74
0021,17,56,1830,73,76
0021,17,58,1575,72,74
0021,18,0,1695,71,73
0021,18,2,1320,74,76
0021,18,4,1545,70,74
0021,18,6,1530,73,76
0021,18,8,1605,72,76
0021,18,10,1485,71,74
0021,18,12,1440,73,78
0021,18,14,1425,73,74
0021,18,16,1515,70,72
0021,18,18,1410,72,73
0021,18,20,1290,72,78
0021,18,22,1575,73,78
0021,18,24,1725,70,70
0021,18,26,1380,76,80
0021,18,28,1365,74,78
0023,15,30,1560,72,73
0023,15,32,1620,66,69
0023,15,34,1665,68,70
0023,15,36,1770,69,70
0023,15,38,1800,69,74
0023,15,40,1710,68,71
0023,15,42,1800,69,72
0023,15,44,1695,69,72
0023,15,46,1590,72,78
0023,15,48,1950,67,70
0023,15,50,1605,70,76
0023,15,52,1830,71,74
0023,15,54,1920,67,68
0023,15,56,1680,69,69
0023,15,58,1500,68,70
0023,16,0,1590,71,78
0023,16,2,1650,70,71
0023,16,4,1635,69,71
0023,16,6,1500,69,70
0023,16,8,1740,68,70
0023,16,10,1575,72,74
0023,16,12,1455,69,72
0023,16,14,1785,69,71
0023,16,16,1485,70,73
0023,16,18,1920,69,70
0023,16,20,1665,68,70
0023,16,22,1500,70,74
0023,16,24,1815,69,71
0023,16,26,1875,70,75
0023,16,28,1620,69,72
0023,16,30,1785,69,74
0023,16,32,1605,70,72
0023,16,34,1575,68,70
0023,16,36,1800,70,72
0023,16,38,1560,68,72
0023,16,40,1530,70,72
0023,16,42,1575,70,72
0023,16,44,1665,69,72
0023,16,46,1800,69,72
0023,16,48,1710,69,72
0023,16,50,1695,69,72
0023,16,52,1515,69,70
0023,16,54,1605,71,73
0023,16,56,1770,69,72
0023,16,58,1575,70,72
0023,17,0,1800,70,75
0023,17,2,1575,70,72
0023,17,4,1545,70,75
0023,17,6,1740,69,72
0023,17,8,1515,69,74
0023,17,10,1530,72,76
0023,17,12,1605,72,74
0023,17,14,1650,69,71
0023,17,16,1560,71,74
0023,17,18,1860,67,68
0023,17,20,1890,70,73
0023,17,22,1665,70,72
0023,17,24,2145,67,70
0023,17,26,1695,70,72
0023,17,28,1755,68,72
0023,17,30,2025,68,70
0023,17,32,1770,72,74
0023,17,34,1545,70,71
0023,17,36,2010,68,70
0023,17,38,1680,70,70
0023,17,40,1860,69,72
0023,17,42,1560,69,74
0023,17,44,1800,68,71
0023,17,46,1590,70,78
0023,17,48,1485,70,71
0023,17,50,1500,69,72
0023,17,52,1500,69,72
0023,17,54,1845,70,73
0023,17,56,1905,70,72
0023,17,58,1605,70,70
0023,18,0,1680,68,73
0023,18,2,1275,72,76
0023,18,4,1515,70,73
0023,18,6,1425,71,75
0023,18,8,1650,69,70
0023,18,10,1455,69,72
0023,18,12,1395,71,75
0023,18,14,1530,71,76
0023,18,16,1560,67,68
0023,18,18,1395,69,71
0023,18,20,1335,67,70
0023,18,22,1560,70,77
0023,18,24,1725,66,68
0023,18,26,1425,72,76
0023,18,28,1365,70,72
0025,15,30,1590,76,76
0025,15,32,1530,73,76
0025,15,34,1680,72,74
0025,15,36,1665,75,77
0025,15,38,1740,75,80
0025,15,40,1800,73,74
0025,15,42,1965,73,76
0025,15,44,1620,74,78
0025,15,46,1695,77,88
0025,15,48,1875,72,73
0025,15,50,1590,74,78
0025,15,52,1890,74,76
0025,15,54,1935,72,74
0025,15,56,1770,73,74
0025,15,58,1590,72,76
0025,16,0,1680,75,82
0025,16,2,1425,75,78
0025,16,4,1560,73,76
0025,16,6,1515,74,75
0025,16,8,1905,72,74
0025,16,10,1380,77,82
0025,16,12,1560,74,76
0025,16,14,1680,74,78
0025,16,16,1545,76,81
0025,16,18,1905,73,75
0025,16,20,1815,73,76
0025,16,22,1545,74,77
0025,16,24,1590,72,74
0025,16,26,1755,74,80
0025,16,28,1785,72,74
0025,16,30,1725,74,78
0025,16,32,1635,74,76
0025,16,34,1710,72,74
0025,16,36,1815,75,77
0025,16,38,1590,74,77
0025,16,40,1500,76,77
0025,16,42,1650,74,77
0025,16,44,1650,74,80
0025,16,46,1725,73,76
0025,16,48,1710,72,77
0025,16,50,1545,74,76
0025,16,52,1545,74,76
0025,16,54,1695,76,80
0025,16,56,1575,75,78
0025,16,58,1605,74,78
0025,17,0,1680,76,80
0025,17,2,1575,75,76
0025,17,4,1590,75,76
0025,17,6,1815,74,76
0025,17,8,1680,72,74
0025,17,10,1500,76,82
0025,17,12,1365,77,79
0025,17,14,1575,73,76
0025,17,16,1545,76,78
0025,17,18,1725,72,75
0025,17,20,1680,73,80
0025,17,22,1545,76,80
0025,17,24,2115,71,74
0025,17,26,1710,74,76
0025,17,28,1755,72,76
0025,17,30,2025,72,74
0025,17,32,1725,76,78
0025,17,34,1740,73,75
0025,17,36,1830,72,74
0025,17,38,1590,74,74
0025,17,40,1785,74,76
0025,17,42,1665,73,76
0025,17,44,1785,74,78
0025,17,46,1680,74,80
0025,17,48,1530,74,76
0025,17,50,1440,75,76
0025,17,52,1425,74,78
0025,17,54,1635,74,78
0025,17,56,1785,73,76
0025,17,58,1455,75,76
0025,18,0,1560,72,74
0025,18,2,1380,74,75
0025,18,4,1470,75,82
0025,18,6,1365,78,81
0025,18,8,1590,73,76
0025,18,10,1575,75,76
0025,18,12,1305,74,77
0025,18,14,1425,76,81
0025,18,16,1470,74,75
0025,18,18,1515,74,76
0025,18,20,1395,72,74
0025,18,22,1575,75,81
0025,18,24,1500,72,74
0025,18,26,1455,76,80
0025,18,28,1440,74,78
0027,15,30,1620,78,80
0027,15,32,1590,77,82
0027,15,34,1695,77,78
0027,15,36,1650,78,83
0027,15,38,1785,79,83
0027,15,40,1905,76,78
0027,15,42,1935,77,78
0027,15,44,1605,79,88
0027,15,46,1755,81,92
0027,15,48,1920,74,75
0027,15,50,1530,80,83
0027,15,52,1905,77,80
0027,15,54,1920,77,80
0027,15,56,1905,76,78
0027,15,58,1710,76,78
0027,16,0,1650,78,80
0027,16,2,1530,79,80
0027,16,4,1560,77,81
0027,16,6,1470,78,82
0027,16,8,1830,78,80
0027,16,10,1395,81,84
0027,16,12,1545,78,80
0027,16,14,1740,78,80
0027,16,16,1665,79,86
0027,16,18,1860,77,78
0027,16,20,1875,78,80
0027,16,22,1650,78,81
0027,16,24,1725,76,77
0027,16,26,1935,79,83
0027,16,28,1740,77,82
0027,16,30,1590,78,82
0027,16,32,1650,78,82
0027,16,34,1650,76,78
0027,16,36,1830,79,82
0027,16,38,1560,76,80
0027,16,40,1515,79,80
0027,16,42,1800,78,83
0027,16,44,1590,79,82
0027,16,46,1635,79,81
0027,16,48,1530,76,81
0027,16,50,1575,77,78
0027,16,52,1650,79,84
0027,16,54,1620,80,82
0027,16,56,1530,78,80
0027,16,58,1785,77,79
0027,17,0,1875,80,83
0027,17,2,1650,79,82
0027,17,4,1605,78,78
0027,17,6,1770,78,82
0027,17,8,1515,77,78
0027,17,10,1500,80,86
0027,17,12,1485,82,84
0027,17,14,1635,78,81
0027,17,16,1620,80,82
0027,17,18,1935,76,78
0027,17,20,1710,77,84
0027,17,22,1575,80,85
0027,17,24,2250,75,76
0027,17,26,1770,78,79
0027,17,28,1680,76,77
0027,17,30,2040,74,76
0027,17,32,1950,79,82
0027,17,34,1800,76,78
0027,17,36,1815,75,76
0027,17,38,1590,78,81
0027,17,40,1785,77,82
0027,17,42,1695,77,80
0027,17,44,1665,77,80
0027,17,46,1680,79,82
0027,17,48,1620,78,83
0027,17,50,1605,77,80
0027,17,52,1485,78,80
0027,17,54,1650,77,80
0027,17,56,1845,75,79
0027,17,58,1485,80,81
0027,18,0,1440,76,78
0027,18,2,1485,78,80
0027,18,4,1440,79,87
0027,18,6,1290,82,84
0027,18,8,1515,77,79
0027,18,10,1530,79,83
0027,18,12,1230,78,82
0027,18,14,1620,78,83
0027,18,16,1590,78,80
0027,18,18,1455,79,84
0027,18,20,1500,76,78
0027,18,22,1530,79,82
0027,18,24,1470,76,78
0027,18,26,1590,79,84
0027,18,28,1395,77,80
0028,15,30,390,82,82
0028,15,30,1590,76,76
0028,15,32,450,80,89
0028,15,32,1845,74,76
0028,15,34,1815,76,78
0028,15,34,450,80,83
0028,15,36,1770,75,76
0028,15,36,390,82,91
0028,15,38,495,80,83
0028,15,38,1815,76,78
0028,15,40,525,80,86
0028,15,40,1860,73,74
0028,15,42,2100,75,78
0028,15,42,555,79,81
0028,15,44,360,80,91
0028,15,44,1605,73,74
0028,15,46,480,84,95
0028,15,46,1785,75,80
0028,15,48,600,79,86
0028,15,48,1680,74,78
0028,15,50,1995,76,78
0028,15,50,255,84,92
0028,15,52,1755,74,76
0028,15,52,570,82,86
0028,15,54,570,83,85
0028,15,54,1950,73,77
0028,15,56,510,81,86
0028,15,56,2055,75,76
0028,15,58,1980,74,76
0028,15,58,465,78,81
0028,16,0,1845,74,78
0028,16,0,465,80,84
0028,16,2,285,84,91
0028,16,2,1845,74,75
0028,16,4,1740,75,80
0028,16,4,315,82,88
0028,16,6,1740,77,78
0028,16,6,360,82,87
0028,16,8,1710,74,77
0028,16,8,660,81,85
0028,16,10,360,85,88
0028,16,10,1620,76,77
0028,16,12,330,83,86
0028,16,12,1740,73,75
0028,16,14,360,82,86
0028,16,14,1860,76,78
0028,16,16,1860,74,78
0028,16,16,315,81,83
0028,16,18,1695,75,77
0028,16,18,600,80,83
0028,16,20,1785,74,76
0028,16,20,420,84,89
0028,16,22,1755,76,77
0028,16,22,375,82,87
0028,16,24,510,78,79
0028,16,24,1770,74,75
0028,16,26,2100,74,76
0028,16,26,420,84,88
0028,16,28,435,80,88
0028,16,28,1740,75,77
0028,16,30,270,78,81
0028,16,30,1635,76,80
0028,16,32,1680,75,78
0028,16,32,345,83,88
0028,16,34,1995,73,74
0028,16,34,345,78,82
0028,16,36,1710,75,78
0028,16,36,495,82,86
0028,16,38,420,81,85
0028,16,38,1710,74,77
0028,16,40,420,81,83
0028,16,40,1725,74,76
0028,16,42,1965,75,78
0028,16,42,435,82,87
0028,16,44,1620,75,76
0028,16,44,510,82,87
0028,16,46,1575,76,77
0028,16,46,510,84,89
0028,16,48,390,81,87
0028,16,48,1755,74,76
0028,16,50,300,81,84
0028,16,50,1785,74,76
0028,16,52,420,84,92
0028,16,52,1770,75,77
0028,16,54,420,84,87
0028,16,54,1800,77,78
0028,16,56,360,84,87
0028,16,56,1710,77,81
0028,16,58,2070,75,75
0028,16,58,405,81,82
0028,17,0,1800,75,76
0028,17,0,555,81,84
0028,17,2,435,84,89
0028,17,2,1905,73,76
0028,17,4,420,83,86
0028,17,4,1530,77,78
0028,17,6,360,82,88
0028,17,6,1815,76,78
0028,17,8,1800,75,78
0028,17,8,345,80,83
0028,17,10,450,84,95
0028,17,10,1815,73,75
0028,17,12,285,84,90
0028,17,12,1620,78,80
0028,17,14,1770,74,77
0028,17,14,420,83,85
0028,17,16,1905,75,78
0028,17,16,480,81,86
0028,17,18,600,80,82
0028,17,18,2055,73,74
0028,17,20,1905,74,75
0028,17,20,390,80,84
0028,17,22,345,84,89
0028,17,22,1830,77,78
0028,17,24,690,78,80
0028,17,24,2055,74,76
0028,17,26,1665,75,76
0028,17,26,450,82,85
0028,17,28,1770,75,76
0028,17,28,360,82,88
0028,17,30,1965,72,75
0028,17,30,660,78,81
0028,17,32,1815,73,76
0028,17,32,585,85,90
0028,17,34,555,80,87
0028,17,34,1665,74,78
0028,17,36,1755,72,74
0028,17,36,585,79,83
0028,17,38,1575,76,78
0028,17,38,420,81,88
0028,17,40,1950,74,75
0028,17,40,570,80,86
0028,17,42,1875,75,76
0028,17,42,405,80,81
0028,17,44,1830,73,75
0028,17,44,465,81,86
0028,17,46,1590,74,74
0028,17,46,525,82,87
0028,17,48,510,83,87
0028,17,48,1860,75,78
0028,17,50,450,80,83
0028,17,50,1665,73,75
0028,17,52,435,84,85
0028,17,52,1965,72,74
0028,17,54,1785,75,76
0028,17,54,465,80,82
0028,17,56,600,78,83
0028,17,56,1605,73,78
0028,17,58,390,82,85
0028,17,58,1455,74,77
0028,18,0,1365,76,78
0028,18,0,405,82,88
0028,18,2,405,79,82
0028,18,2,1590,74,78
0028,18,4,390,82,91
0028,18,4,1635,75,78
0028,18,6,360,86,89
0028,18,6,1275,76,76
0028,18,8,375,78,82
0028,18,8,1575,75,76
0028,18,10,270,89,100
0028,18,10,1695,74,75
0028,18,12,255,78,81
0028,18,12,1530,76,78
0028,18,14,1770,74,75
0028,18,14,420,85,91
0028,18,16,1710,74,75
0028,18,16,405,83,84
0028,18,18,1785,72,74
0028,18,18,420,84,95
0028,18,20,1755,72,72
0028,18,20,510,80,82
0028,18,22,390,85,89
0028,18,22,1530,74,78
0028,18,24,1515,75,77
0028,18,24,360,78,83
0028,18,26,1485,75,76
0028,18,26,480,82,88
0028,18,28,375,80,84
0028,18,28,1350,74,77
0031,15,30,2070,82,84
0031,15,32,2310,84,88
0031,15,34,1965,82,85
0031,15,36,2295,83,90
0031,15,38,2100,83,84
0031,15,40,2175,80,82
0031,15,42,2310,81,83
0031,15,44,2070,81,84
0031,15,46,2175,82,87
0031,15,48,1995,81,87
0031,15,50,2535,82,84
0031,15,52,2295,82,83
0031,15,54,2415,83,85
0031,15,56,2280,84,90
0031,15,58,2280,82,83
0031,16,0,2385,82,84
0031,16,2,2190,82,84
0031,16,4,1950,83,86
0031,16,6,2130,83,86
0031,16,8,2100,80,81
0031,16,10,2025,84,86
0031,16,12,2070,81,82
0031,16,14,2100,84,84
0031,16,16,1980,83,84
0031,16,18,2040,82,84
0031,16,20,2220,82,83
0031,16,22,1950,84,87
0031,16,24,2175,80,81
0031,16,26,2400,84,86
0031,16,28,2190,83,86
0031,16,30,1875,82,85
0031,16,32,1785,82,85
0031,16,34,2370,80,83
0031,16,36,1890,81,84
0031,16,38,2220,82,87
0031,16,40,2085,82,84
0031,16,42,2370,81,83
0031,16,44,2115,80,83
0031,16,46,2040,83,85
0031,16,48,2295,82,84
0031,16,50,1965,82,88
0031,16,52,2280,82,84
0031,16,54,2115,84,86
0031,16,56,2115,85,88
0031,16,58,2400,84,88
0031,17,0,2250,83,86
0031,17,2,2205,84,91
0031,17,4,2115,84,85
0031,17,6,1965,84,86
0031,17,8,2130,82,85
0031,17,10,2145,82,88
0031,17,12,1935,83,84
0031,17,14,2145,84,87
0031,17,16,2340,81,84
0031,17,18,2535,81,82
0031,17,20,2505,80,81
0031,17,22,2085,82,84
0031,17,24,2610,80,84
0031,17,26,2070,85,89
0031,17,28,2280,82,85
0031,17,30,2745,79,81
0031,17,32,2370,84,91
0031,17,34,2160,83,88
0031,17,36,2325,80,82
0031,17,38,1905,83,85
0031,17,40,2295,80,82
0031,17,42,2235,81,82
0031,17,44,2280,81,82
0031,17,46,1995,82,86
0031,17,48,2400,82,85
0031,17,50,2175,81,82
0031,17,52,2100,82,84
0031,17,54,2145,82,85
0031,17,56,1995,81,85
0031,17,58,1785,81,83
0031,18,0,1830,84,85
0031,18,2,1875,82,86
0031,18,4,1875,81,85
0031,18,6,1575,84,87
0031,18,8,1740,80,83
0031,18,10,1890,83,86
0031,18,12,1605,82,85
0031,18,14,2160,83,84
0031,18,16,1950,82,85
0031,18,18,2040,82,85
0031,18,20,2295,81,82
0031,18,22,1830,84,85
0031,18,24,1830,82,84
0031,18,26,1875,82,85
0031,18,28,1605,80,83
0034,15,30,1980,76,77
0034,15,32,2265,77,78
0034,15,34,1755,77,78
0034,15,36,2355,77,78
0034,15,38,2445,76,78
0034,15,40,2235,76,77
0034,15,42,2385,75,76
0034,15,44,2115,75,77
0034,15,46,2250,75,77
0034,15,48,2175,76,77
0034,15,50,2490,76,78
0034,15,52,2100,77,79
0034,15,54,2190,77,78
0034,15,56,2295,76,77
0034,15,58,2145,76,76
0034,16,0,2355,77,78
0034,16,2,2325,77,78
0034,16,4,1950,76,77
0034,16,6,2070,77,79
0034,16,8,2085,75,76
0034,16,10,2100,76,77
0034,16,12,1890,78,80
0034,16,14,2175,77,78
0034,16,16,2190,77,78
0034,16,18,2325,75,77
0034,16,20,2445,75,76
0034,16,22,2055,77,80
0034,16,24,2190,77,78
0034,16,26,2190,77,80
0034,16,28,2265,76,77
0034,16,30,1965,76,76
0034,16,32,1770,75,78
0034,16,34,2310,77,79
0034,16,36,1710,76,77
0034,16,38,2160,76,77
0034,16,40,2145,76,76
0034,16,42,2700,74,76
0034,16,44,1995,75,76
0034,16,46,2160,76,78
0034,16,48,2220,76,77
0034,16,50,2325,79,90
0034,16,52,2205,77,79
0034,16,54,1995,77,81
0034,16,56,2010,77,78
0034,16,58,2355,77,79
0034,17,0,2235,77,77
0034,17,2,2370,76,79
0034,17,4,2400,77,79
0034,17,6,1965,78,79
0034,17,8,2055,76,77
0034,17,10,2250,76,78
0034,17,12,2235,76,77
0034,17,14,2070,77,79
0034,17,16,2325,75,75
0034,17,18,2670,76,78
0034,17,20,2415,75,78
0034,17,22,2190,75,76
0034,17,24,2820,75,75
0034,17,26,2145,77,82
0034,17,28,2250,76,77
0034,17,30,2670,75,76
0034,17,32,2520,75,76
0034,17,34,2175,76,77
0034,17,36,2265,76,78
0034,17,38,2310,76,77
0034,17,40,2310,75,76
0034,17,42,2370,77,79
0034,17,44,2100,75,77
0034,17,46,2295,74,76
0034,17,48,2340,75,76
0034,17,50,2085,76,78
0034,17,52,2190,77,80
0034,17,54,2010,77,80
0034,17,56,1950,78,80
0034,17,58,1950,77,82
0034,18,0,2010,77,77
0034,18,2,2100,76,78
0034,18,4,1830,78,84
0034,18,6,1890,75,76
0034,18,8,1860,75,76
0034,18,10,1890,77,78
0034,18,12,1875,75,77
0034,18,14,2205,76,77
0034,18,16,2250,76,78
0034,18,18,1995,76,78
0034,18,20,2370,75,76
0034,18,22,1860,78,79
0034,18,24,1665,76,78
0034,18,26,1860,76,78
0034,18,28,1665,75,76
0036,15,30,3060,76,78
0036,15,32,3360,76,78
0036,15,34,2640,78,79
0036,15,36,3150,76,77
0036,15,38,3060,76,78
0036,15,40,3165,76,77
0036,15,42,2910,75,76
0036,15,44,2865,76,78
0036,15,46,3195,75,78
0036,15,48,3210,76,77
0036,15,50,3300,77,78
0036,15,52,2715,75,77
0036,15,54,2790,77,79
0036,15,56,2595,77,78
0036,15,58,2850,76,77
0036,16,0,3240,77,78
0036,16,2,3105,76,77
0036,16,4,2655,76,77
0036,16,6,3090,77,78
0036,16,8,2760,75,76
0036,16,10,3150,76,78
0036,16,12,2535,75,77
0036,16,14,2820,76,77
0036,16,16,3165,76,77
0036,16,18,2910,76,76
0036,16,20,3135,75,76
0036,16,22,2760,75,78
0036,16,24,3120,76,78
0036,16,26,3060,76,78
0036,16,28,2805,76,78
0036,16,30,2415,77,78
0036,16,32,2685,75,79
0036,16,34,2985,76,78
0036,16,36,2565,77,79
0036,16,38,2985,76,77
0036,16,40,2985,76,77
0036,16,42,3180,76,77
0036,16,44,2595,75,76
0036,16,46,2985,76,77
0036,16,48,2940,76,77
0036,16,50,3165,75,76
0036,16,52,2880,76,78
0036,16,54,3240,76,78
0036,16,56,3075,76,77
0036,16,58,3030,76,78
0036,17,0,2790,76,77
0036,17,2,3030,75,76
0036,17,4,3180,75,77
0036,17,6,2880,76,78
0036,17,8,3075,75,78
0036,17,10,2760,76,78
0036,17,12,2835,76,77
0036,17,14,3060,75,78
0036,17,16,3135,75,78
0036,17,18,3330,76,76
0036,17,20,3465,75,78
0036,17,22,3015,75,76
0036,17,24,3480,74,75
0036,17,26,3150,75,76
0036,17,28,2955,76,77
0036,17,30,3270,74,74
0036,17,32,3330,75,76
0036,17,34,2910,77,78
0036,17,36,2910,75,76
0036,17,38,3105,75,76
0036,17,40,3135,75,76
0036,17,42,2880,77,78
0036,17,44,2970,74,77
0036,17,46,2775,75,77
0036,17,48,3345,75,76
0036,17,50,2655,76,78
0036,17,52,3195,76,77
0036,17,54,2730,75,77
0036,17,56,2745,76,78
0036,17,58,3120,76,76
0036,18,0,3000,77,77
0036,18,2,2895,76,78
0036,18,4,2970,76,78
0036,18,6,2640,75,76
0036,18,8,2625,75,77
0036,18,10,2580,77,78
0036,18,12,2460,77,81
0036,18,14,2925,76,78
0036,18,16,2910,75,77
0036,18,18,2625,76,76
0036,18,20,3015,76,77
0036,18,22,2625,76,77
0036,18,24,2265,76,78
0036,18,26,2520,77,78
0036,18,28,2175,76,78
0040,15,30,3240,79,82
0040,15,32,3320,77,78
0040,15,34,3080,77,78
0040,15,36,3380,76,78
0040,15,38,2700,76,77
0040,15,40,2960,76,76
0040,15,42,2540,75,77
0040,15,44,2700,79,79
0040,15,46,3120,75,76
0040,15,48,3120,75,76
0040,15,50,3020,76,78
0040,15,52,2820,75,77
0040,15,54,2720,77,79
0040,15,56,2240,78,83
0040,15,58,2740,76,77
0040,16,0,2820,77,79
0040,16,2,3360,75,76
0040,16,4,2560,76,76
0040,16,6,2860,77,79
0040,16,8,2600,75,76
0040,16,10,3260,75,75
0040,16,12,2760,76,77
0040,16,14,2580,76,77
0040,16,16,3320,77,78
0040,16,18,2840,76,77
0040,16,20,3100,76,77
0040,16,22,2660,74,77
0040,16,24,3420,76,77
0040,16,26,2460,77,80
0040,16,28,2720,77,78
0040,16,30,2540,77,78
0040,16,32,2480,76,79
0040,16,34,2620,77,77
0040,16,36,2720,77,78
0040,16,38,2560,77,79
0040,16,40,2680,75,76
0040,16,42,2960,77,78
0040,16,44,2680,74,76
0040,16,46,2900,76,78
0040,16,48,3040,76,78
0040,16,50,2880,76,77
0040,16,52,3120,76,77
0040,16,54,2900,75,77
0040,16,56,3260,77,78
0040,16,58,2620,78,78
0040,17,0,2880,77,77
0040,17,2,2940,76,77
0040,17,4,3120,76,77
0040,17,6,2380,79,81
0040,17,8,3100,76,77
0040,17,10,2900,77,78
0040,17,12,2460,76,78
0040,17,14,2940,77,77
0040,17,16,2780,75,77
0040,17,18,3260,76,76
0040,17,20,3040,76,76
0040,17,22,3080,76,79
0040,17,24,3480,76,78
0040,17,26,3140,76,77
0040,17,28,3320,75,77
0040,17,30,3400,75,75
0040,17,32,2900,76,77
0040,17,34,3080,75,76
0040,17,36,2740,76,76
0040,17,38,3060,75,76
0040,17,40,3040,76,77
0040,17,42,2880,76,76
0040,17,44,2960,76,76
0040,17,46,2620,76,77
0040,17,48,2580,76,78
0040,17,50,2780,77,78
0040,17,52,3060,76,77
0040,17,54,2620,77,77
0040,17,56,2980,75,76
0040,17,58,3080,74,76
0040,18,0,2860,76,77
0040,18,2,3040,77,78
0040,18,4,2620,77,79
0040,18,6,2900,76,77
0040,18,8,3180,75,76
0040,18,10,2460,77,78
0040,18,12,2280,76,77
0040,18,14,2700,75,76
0040,18,16,2720,77,78
0040,18,18,2280,76,77
0040,18,20,2540,77,78
0040,18,22,2460,76,77
0040,18,24,2520,78,79
0040,18,26,2280,77,78
0040,18,28,2600,76,76
0046,15,30,3240,85,90
0046,15,32,3270,78,79
0046,15,34,3165,79,81
0046,15,36,3075,79,79
0046,15,38,2985,78,79
0046,15,40,3090,78,79
0046,15,42,2940,79,81
0046,15,44,2940,79,81
0046,15,46,3045,79,80
0046,15,48,3150,79,81
0046,15,50,3180,79,79
0046,15,52,3345,78,79
0046,15,54,3120,78,80
0046,15,56,2745,78,79
0046,15,58,2850,78,79
