location,hour,minute,flow,speed,maxspeed
0277,18,6,5100,102,108
0277,18,8,4590,105,112
0277,18,10,4305,108,112
0277,18,12,4245,106,109
0277,18,14,4755,105,109
0277,18,16,4095,107,112
0277,18,18,4605,104,107
0277,18,20,4470,106,108
0277,18,22,4530,109,114
0277,18,24,3885,106,112
0277,18,26,3945,105,109
0277,18,28,3390,109,117
0279,15,30,4380,115,117
0279,15,32,4605,106,112
0279,15,34,4125,110,114
0279,15,36,4935,108,110
0279,15,38,4380,109,111
0279,15,40,4590,111,114
0279,15,42,4770,106,111
0279,15,44,4575,110,112
0279,15,46,4350,110,116
0279,15,48,4365,111,113
0279,15,50,3885,112,115
0279,15,52,4185,112,117
0279,15,54,4110,111,113
0279,15,56,4275,112,115
0279,15,58,4770,111,114
0279,16,0,4680,108,109
0279,16,2,4245,108,111
0279,16,4,4425,109,112
0279,16,6,4275,110,111
0279,16,8,4245,108,114
0279,16,10,4320,110,113
0279,16,12,4455,108,110
0279,16,14,4245,111,113
0279,16,16,4785,108,113
0279,16,18,4860,109,112
0279,16,20,4305,109,111
0279,16,22,4320,109,110
0279,16,24,4845,109,116
0279,16,26,4410,111,112
0279,16,28,5115,110,112
0279,16,30,4350,108,114
0279,16,32,4305,110,112
0279,16,34,4500,107,111
0279,16,36,4365,111,113
0279,16,38,4410,109,113
0279,16,40,4575,109,112
0279,16,42,4515,109,112
0279,16,44,4335,110,111
0279,16,46,4140,109,113
0279,16,48,4395,110,113
0279,16,50,4440,108,112
0279,16,52,4230,107,109
0279,16,54,4635,110,112
0279,16,56,5280,106,110
0279,16,58,5115,108,111
0279,17,0,4200,107,109
0279,17,2,5025,108,112
0279,17,4,5505,107,108
0279,17,6,4455,108,111
0279,17,8,4695,108,110
0279,17,10,4320,109,111
0279,17,12,4350,108,111
0279,17,14,4035,108,111
0279,17,16,5700,105,107
0279,17,18,4590,108,109
0279,17,20,4605,106,108
0279,17,22,4860,104,107
0279,17,24,5025,108,111
0279,17,26,4425,107,110
0279,17,28,4605,108,111
0279,17,30,4680,107,109
0279,17,32,3825,107,112
0279,17,34,4560,107,108
0279,17,36,4290,106,111
0279,17,38,4680,107,109
0279,17,40,5130,106,110
0279,17,42,4560,105,106
0279,17,44,4710,107,109
0279,17,46,4200,107,112
0279,17,48,4590,106,110
0279,17,50,4470,106,109
0279,17,52,4260,108,111
0279,17,54,4125,109,111
0279,17,56,4710,108,110
0279,17,58,4365,107,111
0279,18,0,3780,108,112
0279,18,2,3840,110,115
0279,18,4,3735,107,111
0279,18,6,4185,105,107
0279,18,8,3810,107,112
0279,18,10,3405,111,115
0279,18,12,3900,108,110
0279,18,14,3900,106,110
0279,18,16,3435,108,113
0279,18,18,3825,109,112
0279,18,20,3750,109,113
0279,18,22,3705,111,117
0279,18,24,3735,107,116
0279,18,26,3585,107,111
0279,18,28,2970,109,117
0281,15,30,4260,117,119
0281,15,32,4500,109,116
0281,15,34,4530,111,112
0281,15,36,5025,110,112
0281,15,38,4605,112,116
0281,15,40,4515,113,115
0281,15,42,4680,109,112
0281,15,44,4515,113,115
0281,15,46,4380,110,113
0281,15,48,4395,112,115
0281,15,50,4140,113,116
0281,15,52,4185,113,117
0281,15,54,4065,114,117
0281,15,56,4365,111,115
0281,15,58,4725,112,115
0281,16,0,4785,110,112
0281,16,2,4290,111,112
0281,16,4,4365,111,112
0281,16,6,4035,112,115
0281,16,8,4005,109,114
0281,16,10,4575,111,115
0281,16,12,4425,110,112
0281,16,14,4350,113,117
0281,16,16,4725,107,110
0281,16,18,4710,109,112
0281,16,20,4140,113,118
0281,16,22,4260,111,115
0281,16,24,4485,112,117
0281,16,26,3960,112,117
0281,16,28,5025,111,114
0281,16,30,4080,110,113
0281,16,32,4080,112,117
0281,16,34,4515,111,115
0281,16,36,4455,111,112
0281,16,38,4605,111,115
0281,16,40,4800,110,112
0281,16,42,4470,111,113
0281,16,44,4260,110,113
0281,16,46,4275,110,113
0281,16,48,4515,110,112
0281,16,50,4380,111,115
0281,16,52,4050,109,112
0281,16,54,4260,113,115
0281,16,56,5190,110,114
0281,16,58,4875,110,112
0281,17,0,3975,110,111
0281,17,2,4875,110,113
0281,17,4,5385,109,109
0281,17,6,4395,109,111
0281,17,8,4845,107,109
0281,17,10,4080,112,119
0281,17,12,3915,109,111
0281,17,14,3945,110,113
0281,17,16,5415,107,110
0281,17,18,4545,109,111
0281,17,20,4485,108,111
0281,17,22,4575,107,109
0281,17,24,5175,111,113
0281,17,26,4395,108,111
0281,17,28,4635,109,114
0281,17,30,4560,109,112
0281,17,32,3885,109,112
0281,17,34,4425,109,111
0281,17,36,4200,111,112
0281,17,38,4860,109,109
0281,17,40,5235,108,111
0281,17,42,4275,108,110
0281,17,44,4725,108,111
0281,17,46,4350,109,115
0281,17,48,4815,108,112
0281,17,50,4290,108,113
0281,17,52,4215,111,113
0281,17,54,3915,112,116
0281,17,56,4365,109,112
0281,17,58,4140,109,113
0281,18,0,3615,112,117
0281,18,2,3675,111,118
0281,18,4,3690,110,112
0281,18,6,4320,107,108
0281,18,8,3720,110,114
0281,18,10,3060,110,114
0281,18,12,4095,110,115
0281,18,14,3660,107,112
0281,18,16,3450,110,113
0281,18,18,3735,111,114
0281,18,20,3705,110,111
0281,18,22,3720,110,116
0281,18,24,3615,109,119
0281,18,26,3450,110,114
0281,18,28,2910,111,117
0285,15,30,5010,107,108
0285,15,32,4770,108,115
0285,15,34,5340,111,113
0285,15,36,5640,108,113
0285,15,38,4965,110,114
0285,15,40,4935,111,113
0285,15,42,4815,107,111
0285,15,44,4875,109,115
0285,15,46,5205,108,113
0285,15,48,4890,110,114
0285,15,50,4755,110,111
0285,15,52,4890,107,110
0285,15,54,4110,112,116
0285,15,56,5625,108,113
0285,15,58,5640,111,112
0285,16,0,4845,107,109
0285,16,2,4890,109,112
0285,16,4,4305,109,111
0285,16,6,4305,109,114
0285,16,8,4290,108,113
0285,16,10,4710,110,115
0285,16,12,4695,111,114
0285,16,14,4875,110,111
0285,16,16,4725,108,112
0285,16,18,5265,109,113
0285,16,20,4395,111,114
0285,16,22,4620,109,113
0285,16,24,5145,108,110
0285,16,26,4635,110,115
0285,16,28,5235,108,114
0285,16,30,4740,111,112
0285,16,32,4785,107,111
0285,16,34,5130,109,113
0285,16,36,5040,108,110
0285,16,38,4860,112,116
0285,16,40,5160,110,112
0285,16,42,4860,110,112
0285,16,44,5145,108,110
0285,16,46,4770,109,113
0285,16,48,5175,108,110
0285,16,50,5070,109,115
0285,16,52,4395,106,110
0285,16,54,5430,111,113
0285,16,56,5925,108,111
0285,16,58,5565,108,112
0285,17,0,4560,106,109
0285,17,2,5640,108,110
0285,17,4,5505,107,109
0285,17,6,4260,111,114
0285,17,8,5430,105,109
0285,17,10,4590,110,111
0285,17,12,4260,109,111
0285,17,14,4815,108,111
0285,17,16,5685,106,110
0285,17,18,4995,108,110
0285,17,20,4785,107,110
0285,17,22,5085,105,108
0285,17,24,5535,110,113
0285,17,26,4425,107,108
0285,17,28,5250,107,109
0285,17,30,5610,107,110
0285,17,32,4800,106,109
0285,17,34,5145,108,112
0285,17,36,4335,108,110
0285,17,38,5010,107,108
0285,17,40,5175,107,111
0285,17,42,4695,108,111
0285,17,44,5130,106,109
0285,17,46,5250,109,114
0285,17,48,5460,107,113
0285,17,50,4905,108,110
0285,17,52,4800,109,111
0285,17,54,3960,109,114
0285,17,56,4545,107,112
0285,17,58,4650,106,112
0285,18,0,3630,109,114
0285,18,2,3735,113,119
0285,18,4,3465,110,119
0285,18,6,4425,107,108
0285,18,8,4215,106,108
0285,18,10,3480,107,110
0285,18,12,4275,107,113
0285,18,14,4215,106,111
0285,18,16,3495,108,110
0285,18,18,4140,110,113
0285,18,20,3765,106,108
0285,18,22,3585,107,114
0285,18,24,4185,108,113
0285,18,26,3630,110,117
0285,18,28,3060,108,115
0289,15,30,3600,114,115
0289,15,32,3585,116,122
0289,15,34,4155,115,117
0289,15,36,4335,115,121
0289,15,38,3660,118,121
0289,15,40,3870,119,122
0289,15,42,3765,117,119
0289,15,44,3630,116,119
0289,15,46,3750,117,120
0289,15,48,3510,116,120
0289,15,50,3675,116,118
0289,15,52,3975,116,118
0289,15,54,3540,120,122
0289,15,56,4155,117,120
0289,15,58,4080,120,122
0289,16,0,3735,115,119
0289,16,2,3525,118,122
0289,16,4,3720,115,117
0289,16,6,3435,116,120
0289,16,8,3300,116,122
0289,16,10,3915,116,120
0289,16,12,4095,116,121
0289,16,14,3825,115,116
0289,16,16,3855,117,118
0289,16,18,4125,116,119
0289,16,20,3450,117,122
0289,16,22,3810,115,118
0289,16,24,3945,115,118
0289,16,26,4125,115,119
0289,16,28,3930,114,116
0289,16,30,4140,115,118
0289,16,32,3900,116,117
0289,16,34,3735,116,119
0289,16,36,3885,116,118
0289,16,38,4095,116,120
0289,16,40,3855,116,117
0289,16,42,3690,116,120
0289,16,44,4140,113,120
0289,16,46,3825,115,119
0289,16,48,3885,116,123
0289,16,50,3660,118,122
0289,16,52,3420,113,117
0289,16,54,3900,117,118
0289,16,56,4365,116,120
0289,16,58,3885,114,118
0289,17,0,3870,112,116
0289,17,2,4470,113,115
0289,17,4,4065,115,116
0289,17,6,3735,116,118
0289,17,8,4155,113,115
0289,17,10,3885,115,117
0289,17,12,3375,115,119
0289,17,14,3750,116,119
0289,17,16,4215,112,116
0289,17,18,3570,115,116
0289,17,20,4245,112,114
0289,17,22,4275,112,113
0289,17,24,4410,116,122
0289,17,26,3795,113,115
0289,17,28,3870,112,116
0289,17,30,4230,113,117
0289,17,32,3945,113,117
0289,17,34,4020,114,118
0289,17,36,3555,115,117
0289,17,38,3810,113,114
0289,17,40,3750,112,116
0289,17,42,3615,113,118
0289,17,44,4260,111,113
0289,17,46,3855,114,119
0289,17,48,4095,111,115
0289,17,50,4410,112,114
0289,17,52,3600,112,114
0289,17,54,3240,115,122
0289,17,56,3450,114,114
0289,17,58,3540,113,118
0289,18,0,2955,115,123
0289,18,2,3045,118,123
0289,18,4,3300,114,120
0289,18,6,3660,112,114
0289,18,8,3240,113,114
0289,18,10,2940,113,120
0289,18,12,3525,114,120
0289,18,14,3285,114,118
0289,18,16,3150,111,116
0289,18,18,3555,113,117
0289,18,20,3135,112,114
0289,18,22,2970,115,120
0289,18,24,3315,114,118
0289,18,26,3120,113,121
0289,18,28,2610,116,120
0293,15,30,3600,118,118
0293,15,32,3525,117,123
0293,15,34,4155,116,120
0293,15,36,4455,114,120
0293,15,38,3780,118,120
0293,15,40,4185,118,122
0293,15,42,3810,120,122
0293,15,44,3765,118,121
0293,15,46,3915,117,120
0293,15,48,3615,118,120
0293,15,50,3930,117,118
0293,15,52,4260,115,118
0293,15,54,3990,121,128
0293,15,56,4065,119,122
0293,15,58,4590,118,121
0293,16,0,4110,115,119
0293,16,2,4095,116,121
0293,16,4,3930,115,117
0293,16,6,4050,116,120
0293,16,8,3720,114,119
0293,16,10,4365,116,120
0293,16,12,4140,117,121
0293,16,14,4335,115,116
0293,16,16,4050,117,119
0293,16,18,4710,115,118
0293,16,20,3570,117,122
0293,16,22,4185,114,117
0293,16,24,4035,114,115
0293,16,26,4530,116,118
0293,16,28,3915,116,118
0293,16,30,4530,117,120
0293,16,32,4095,115,118
0293,16,34,4200,117,123
0293,16,36,4275,117,120
0293,16,38,3825,115,116
0293,16,40,4290,117,120
0293,16,42,3675,115,120
0293,16,44,4515,114,120
0293,16,46,4110,116,119
0293,16,48,4200,116,120
0293,16,50,3840,116,120
0293,16,52,3840,116,122
0293,16,54,4275,117,118
0293,16,56,4785,115,117
0293,16,58,3990,116,118
0293,17,0,4080,113,114
0293,17,2,4890,114,117
0293,17,4,4275,114,115
0293,17,6,4110,119,120
0293,17,8,4275,114,116
0293,17,10,4110,116,120
0293,17,12,3720,116,120
0293,17,14,4275,113,115
0293,17,16,4230,114,118
0293,17,18,4080,114,120
0293,17,20,4650,112,114
0293,17,22,4320,114,116
0293,17,24,4560,115,120
0293,17,26,4365,113,114
0293,17,28,4290,111,115
0293,17,30,4395,115,118
0293,17,32,4215,113,119
0293,17,34,4515,112,115
0293,17,36,3840,114,116
0293,17,38,3930,114,118
0293,17,40,4005,113,117
0293,17,42,3765,116,120
0293,17,44,4575,114,118
0293,17,46,4215,114,118
0293,17,48,4485,112,118
0293,17,50,4455,113,116
0293,17,52,3810,114,116
0293,17,54,3390,116,124
0293,17,56,3915,112,114
0293,17,58,3450,114,117
0293,18,0,3480,115,120
0293,18,2,3255,118,126
0293,18,4,3450,114,118
0293,18,6,3720,113,115
0293,18,8,3510,115,118
0293,18,10,3165,114,121
0293,18,12,3540,116,120
0293,18,14,3465,114,118
0293,18,16,3345,112,119
0293,18,18,4050,113,116
0293,18,20,3615,115,115
0293,18,22,3480,114,118
0293,18,24,3570,115,117
0293,18,26,3420,113,117
0293,18,28,3135,116,117
0296,15,30,4200,121,122
0296,15,32,3945,118,121
0296,15,34,4410,117,120
0296,15,36,4830,117,119
0296,15,38,4155,119,121
0296,15,40,4575,118,121
0296,15,42,3855,121,123
0296,15,44,4065,118,122
0296,15,46,4185,118,122
0296,15,48,3705,119,123
0296,15,50,4080,117,122
0296,15,52,4830,117,118
0296,15,54,4200,121,125
0296,15,56,4305,119,122
0296,15,58,4455,120,122
0296,16,0,4095,117,120
0296,16,2,4200,120,126
0296,16,4,4020,116,118
0296,16,6,4320,117,118
0296,16,8,4245,115,118
0296,16,10,4680,117,120
0296,16,12,3960,119,122
0296,16,14,4350,116,118
0296,16,16,3900,119,120
0296,16,18,4725,117,120
0296,16,20,3915,118,124
0296,16,22,4290,115,118
0296,16,24,4350,116,116
0296,16,26,4935,116,117
0296,16,28,3885,118,120
0296,16,30,4605,118,122
0296,16,32,4620,115,119
0296,16,34,4200,119,123
0296,16,36,4350,117,122
0296,16,38,4125,117,118
0296,16,40,4485,118,121
0296,16,42,3780,116,123
0296,16,44,4770,116,122
0296,16,46,4215,116,120
0296,16,48,4575,118,123
0296,16,50,4065,117,120
0296,16,52,4035,117,123
0296,16,54,4320,118,121
0296,16,56,4920,116,118
0296,16,58,4140,117,120
0296,17,0,4305,116,118
0296,17,2,4815,115,118
0296,17,4,4380,117,120
0296,17,6,4215,119,122
0296,17,8,4245,117,123
0296,17,10,4245,118,120
0296,17,12,4140,117,120
0296,17,14,4740,116,119
0296,17,16,4260,117,122
0296,17,18,4140,117,122
0296,17,20,5085,115,117
0296,17,22,4470,116,118
0296,17,24,4695,116,120
0296,17,26,4710,116,117
0296,17,28,4440,113,115
0296,17,30,4455,116,119
0296,17,32,4395,115,120
0296,17,34,4530,113,114
0296,17,36,3825,115,118
0296,17,38,4170,115,120
0296,17,40,4095,116,118
0296,17,42,4020,117,119
0296,17,44,4905,116,122
0296,17,46,4335,116,118
0296,17,48,4695,114,119
0296,17,50,4470,116,120
0296,17,52,3960,116,117
0296,17,54,3480,117,120
0296,17,56,4275,115,119
0296,17,58,3885,118,119
0296,18,0,3885,117,121
0296,18,2,3480,118,124
0296,18,4,4050,115,119
0296,18,6,3900,115,119
0296,18,8,3705,118,126
0296,18,10,3390,116,118
0296,18,12,3720,117,124
0296,18,14,3585,116,122
0296,18,16,3645,114,123
0296,18,18,4215,114,118
0296,18,20,3915,116,116
0296,18,22,3660,117,122
0296,18,24,3420,117,119
0296,18,26,3480,117,121
0296,18,28,3180,117,120
0299,15,30,4260,122,123
0299,15,32,4170,120,126
0299,15,34,4515,118,120
0299,15,36,4530,120,124
0299,15,38,4170,119,122
0299,15,40,4455,119,123
0299,15,42,3885,122,126
0299,15,44,4005,121,123
0299,15,46,4095,119,123
0299,15,48,3750,120,122
0299,15,50,3660,119,122
0299,15,52,4890,119,124
0299,15,54,4380,121,124
0299,15,56,4320,120,126
0299,15,58,4425,120,122
0299,16,0,4140,118,121
0299,16,2,4365,121,126
0299,16,4,3885,118,120
0299,16,6,4425,118,120
0299,16,8,4125,117,120
0299,16,10,4635,118,120
0299,16,12,4170,120,126
0299,16,14,4425,117,119
0299,16,16,3930,120,124
0299,16,18,4650,118,119
0299,16,20,4125,121,126
0299,16,22,4200,116,118
0299,16,24,4380,117,120
0299,16,26,4845,117,118
0299,16,28,3705,120,125
0299,16,30,4665,118,125
0299,16,32,4695,117,122
0299,16,34,4290,120,122
0299,16,36,4140,118,122
0299,16,38,4155,119,121
0299,16,40,4380,118,123
0299,16,42,3810,119,126
0299,16,44,4515,118,123
0299,16,46,4275,118,120
0299,16,48,4365,119,122
0299,16,50,4050,118,121
0299,16,52,4440,117,120
0299,16,54,4290,119,124
0299,16,56,4755,117,121
0299,16,58,4170,117,120
0299,17,0,4245,120,122
0299,17,2,4395,117,119
0299,17,4,3885,120,124
0299,17,6,4290,120,123
0299,17,8,4200,118,122
0299,17,10,4380,119,120
0299,17,12,4140,119,120
0299,17,14,4845,118,121
0299,17,16,4485,117,124
0299,17,18,4305,117,121
0299,17,20,4815,118,121
0299,17,22,4740,118,120
0299,17,24,4530,116,119
0299,17,26,4635,116,118
0299,17,28,4590,116,118
0299,17,30,4290,117,120
0299,17,32,4725,116,120
0299,17,34,4695,115,116
0299,17,36,4140,116,119
0299,17,38,4230,117,120
0299,17,40,4140,117,119
0299,17,42,4335,117,119
0299,17,44,4635,118,122
0299,17,46,4560,117,119
0299,17,48,4410,117,118
0299,17,50,4605,117,119
0299,17,52,3930,119,120
0299,17,54,4035,116,121
0299,17,56,4080,118,124
0299,17,58,3885,119,120
0299,18,0,4095,117,119
0299,18,2,3600,120,126
0299,18,4,3900,116,119
0299,18,6,4035,118,122
0299,18,8,3765,119,124
0299,18,10,3600,121,124
0299,18,12,3720,119,125
0299,18,14,3480,121,131
0299,18,16,3945,115,124
0299,18,18,4140,115,118
0299,18,20,3930,118,120
0299,18,22,3840,119,126
0299,18,24,3345,118,122
0299,18,26,3390,120,122
0299,18,28,3015,120,126
0304,15,30,4080,124,125
0304,15,32,4095,122,129
0304,15,34,4350,120,122
0304,15,36,4170,122,124
0304,15,38,4245,124,129
0304,15,40,4530,121,125
0304,15,42,4560,123,126
0304,15,44,4140,122,125
0304,15,46,4110,120,122
0304,15,48,3975,123,124
0304,15,50,3600,120,123
0304,15,52,4740,122,126
0304,15,54,4335,122,123
0304,15,56,3945,122,128
0304,15,58,4275,120,123
0304,16,0,4065,120,123
0304,16,2,4335,121,124
0304,16,4,3945,122,124
0304,16,6,4260,120,124
0304,16,8,4335,118,121
0304,16,10,4515,120,122
0304,16,12,4185,121,128
0304,16,14,4770,118,122
0304,16,16,4185,120,126
0304,16,18,4605,120,122
0304,16,20,4305,120,122
0304,16,22,4080,119,122
0304,16,24,4215,121,122
0304,16,26,4830,120,124
0304,16,28,3885,122,126
0304,16,30,4575,121,128
0304,16,32,4815,119,124
0304,16,34,4185,122,124
0304,16,36,4350,119,120
0304,16,38,4335,121,124
0304,16,40,4530,121,124
0304,16,42,3915,121,124
0304,16,44,4275,121,125
0304,16,46,4245,121,122
0304,16,48,4140,123,125
0304,16,50,4290,120,123
0304,16,52,4245,123,129
0304,16,54,4455,122,132
0304,16,56,5100,119,125
0304,16,58,4095,122,124
0304,17,0,4155,120,124
0304,17,2,4485,121,124
0304,17,4,4155,122,124
0304,17,6,4350,121,126
0304,17,8,4365,122,128
0304,17,10,4515,122,123
0304,17,12,3885,122,125
0304,17,14,4995,119,124
0304,17,16,4410,120,126
0304,17,18,4290,119,122
0304,17,20,4530,121,126
0304,17,22,4905,120,122
0304,17,24,4545,122,127
0304,17,26,5025,119,121
0304,17,28,4530,121,122
0304,17,30,4410,119,122
0304,17,32,4470,120,124
0304,17,34,4590,119,123
0304,17,36,4260,118,122
0304,17,38,4485,119,122
0304,17,40,4320,119,121
0304,17,42,4410,120,123
0304,17,44,4515,121,122
0304,17,46,4365,120,123
0304,17,48,4140,121,124
0304,17,50,4530,120,122
0304,17,52,3720,121,124
0304,17,54,4110,118,122
0304,17,56,4095,122,128
0304,17,58,4140,120,122
0304,18,0,4290,120,125
0304,18,2,3930,122,128
0304,18,4,4110,119,122
0304,18,6,4065,121,125
0304,18,8,3630,123,126
0304,18,10,3525,123,129
0304,18,12,3675,121,126
0304,18,14,3360,124,133
0304,18,16,3555,119,126
0304,18,18,4170,119,124
0304,18,20,3855,121,124
0304,18,22,3810,119,124
0304,18,24,3405,119,125
0304,18,26,3210,124,128
0304,18,28,3195,120,124
0309,15,30,4350,124,124
0309,15,32,4365,119,121
0309,15,34,4740,120,124
0309,15,36,4095,122,124
0309,15,38,4440,122,124
0309,15,40,4545,120,124
0309,15,42,4530,121,123
0309,15,44,4350,121,124
0309,15,46,4065,123,124
0309,15,48,4020,123,126
0309,15,50,3810,121,123
0309,15,52,4425,123,125
0309,15,54,4140,122,124
0309,15,56,3945,123,127
0309,15,58,4425,119,123
0309,16,0,3840,120,124
0309,16,2,4335,121,122
0309,16,4,3750,121,124
0309,16,6,4245,120,124
0309,16,8,4365,120,123
0309,16,10,4140,121,123
0309,16,12,4200,122,131
0309,16,14,4710,118,122
0309,16,16,4710,120,124
0309,16,18,4440,122,126
0309,16,20,4155,124,130
0309,16,22,3975,121,126
0309,16,24,4020,120,122
0309,16,26,4920,120,125
0309,16,28,3990,122,126
0309,16,30,4425,121,129
0309,16,32,4740,119,122
0309,16,34,4110,124,127
0309,16,36,4245,121,123
0309,16,38,4470,121,123
0309,16,40,4350,122,122
0309,16,42,4335,120,122
0309,16,44,3690,123,126
0309,16,46,4545,122,124
0309,16,48,4140,123,124
0309,16,50,4530,122,124
0309,16,52,4200,123,127
0309,16,54,4515,121,124
0309,16,56,4890,119,123
0309,16,58,4065,122,122
0309,17,0,4260,121,126
0309,17,2,4305,122,123
0309,17,4,3975,121,126
0309,17,6,4500,120,124
0309,17,8,4005,120,123
0309,17,10,4350,122,126
0309,17,12,3915,122,124
0309,17,14,5535,117,122
0309,17,16,4335,121,124
0309,17,18,4335,120,124
0309,17,20,4575,120,124
0309,17,22,4860,120,123
0309,17,24,4170,122,126
0309,17,26,4740,121,126
0309,17,28,4560,121,124
0309,17,30,4290,120,122
0309,17,32,4110,121,125
0309,17,34,4530,120,123
0309,17,36,4365,120,122
0309,17,38,4650,118,120
0309,17,40,4650,118,120
0309,17,42,4515,119,122
0309,17,44,4350,121,123
0309,17,46,4485,119,122
0309,17,48,4365,121,124
0309,17,50,4440,120,123
0309,17,52,3930,120,125
0309,17,54,4260,118,119
0309,17,56,4350,123,129
0309,17,58,4245,122,126
0309,18,0,4335,121,125
0309,18,2,3360,121,125
0309,18,4,4155,121,130
0309,18,6,3885,123,126
0309,18,8,3495,125,126
0309,18,10,3630,121,126
0309,18,12,3885,120,123
0309,18,14,3270,121,127
0309,18,16,3720,120,123
0309,18,18,3945,119,122
0309,18,20,3795,122,126
0309,18,22,3660,119,122
0309,18,24,3135,121,126
0309,18,26,2880,123,130
0309,18,28,3090,120,125
0314,15,30,4500,121,124
0314,15,32,4470,119,123
0314,15,34,4665,119,125
0314,15,36,4425,121,124
0314,15,38,4245,122,124
0314,15,40,4545,119,122
0314,15,42,4530,120,122
0314,15,44,4530,120,123
0314,15,46,4245,120,122
0314,15,48,4125,121,125
0314,15,50,3960,119,122
0314,15,52,4095,121,122
0314,15,54,4350,119,122
0314,15,56,4140,121,125
0314,15,58,4500,118,119
0314,16,0,4260,119,123
0314,16,2,4215,119,120
0314,16,4,3480,122,126
0314,16,6,3900,120,124
0314,16,8,3960,120,125
0314,16,10,4275,119,120
0314,16,12,4245,121,128
0314,16,14,4935,117,121
0314,16,16,4635,118,122
0314,16,18,3990,125,134
0314,16,20,4125,123,126
0314,16,22,4500,119,122
0314,16,24,4380,119,122
0314,16,26,5280,118,126
0314,16,28,4245,120,127
0314,16,30,4005,120,129
0314,16,32,4560,120,125
0314,16,34,4185,121,123
0314,16,36,4455,119,122
0314,16,38,4635,121,123
0314,16,40,4395,122,124
0314,16,42,4440,118,122
0314,16,44,3960,122,128
0314,16,46,4560,121,126
0314,16,48,4095,123,126
0314,16,50,4155,122,126
0314,16,52,4125,123,126
0314,16,54,5115,119,122
0314,16,56,4605,119,123
0314,16,58,4290,122,124
0314,17,0,4800,119,125
0314,17,2,4545,120,122
0314,17,4,4185,122,125
0314,17,6,4530,120,122
0314,17,8,4170,121,123
0314,17,10,4125,121,124
0314,17,12,3945,120,124
0314,17,14,5385,117,124
0314,17,16,3960,121,123
0314,17,18,4515,119,123
0314,17,20,4650,118,120
0314,17,22,4695,118,122
0314,17,24,4125,119,122
0314,17,26,4590,122,127
0314,17,28,4560,121,125
0314,17,30,4140,121,124
0314,17,32,4470,120,124
0314,17,34,4095,122,122
0314,17,36,4560,120,122
0314,17,38,4815,117,119
0314,17,40,4095,118,122
0314,17,42,4545,118,121
0314,17,44,4260,120,124
0314,17,46,4530,118,122
0314,17,48,4350,120,123
0314,17,50,4245,120,125
0314,17,52,3765,122,124
0314,17,54,4350,119,122
0314,17,56,4440,120,127
0314,17,58,4095,122,125
0314,18,0,4050,122,126
0314,18,2,3330,120,124
0314,18,4,4485,120,127
0314,18,6,3735,121,125
0314,18,8,3660,122,126
0314,18,10,3735,119,124
0314,18,12,3855,120,124
0314,18,14,3285,122,132
0314,18,16,3495,121,125
0314,18,18,3390,119,122
0314,18,20,3495,122,124
0314,18,22,3390,119,124
0314,18,24,3330,121,124
0314,18,26,2745,124,130
0314,18,28,3030,120,125
0319,15,30,4410,122,128
0319,15,32,4695,119,120
0319,15,34,4755,119,126
0319,15,36,3795,124,125
0319,15,38,4305,123,125
0319,15,40,4515,120,122
0319,15,42,4305,122,126
0319,15,44,4545,120,124
0319,15,46,4080,121,123
0319,15,48,4170,120,123
0319,15,50,4200,118,119
0319,15,52,3765,124,129
0319,15,54,4275,120,123
0319,15,56,4665,119,124
0319,15,58,4380,118,118
0319,16,0,4290,119,121
0319,16,2,4470,120,126
0319,16,4,3645,122,129
0319,16,6,3900,121,124
0319,16,8,4095,120,124
0319,16,10,3915,120,122
0319,16,12,4485,120,126
0319,16,14,4590,118,119
0319,16,16,4515,118,122
0319,16,18,4125,123,126
0319,16,20,4185,122,125
0319,16,22,4425,118,120
0319,16,24,4215,120,123
0319,16,26,5250,119,123
0319,16,28,4275,120,124
0319,16,30,4140,121,126
0319,16,32,4410,121,128
0319,16,34,4020,123,128
0319,16,36,4695,120,123
0319,16,38,4485,122,125
0319,16,40,4275,123,124
0319,16,42,4320,118,122
0319,16,44,4080,122,126
0319,16,46,4440,122,124
0319,16,48,4455,122,124
0319,16,50,3840,121,125
0319,16,52,4335,122,123
0319,16,54,5160,120,124
0319,16,56,4455,119,123
0319,16,58,4335,121,123
0319,17,0,4905,118,124
0319,17,2,5010,120,122
0319,17,4,4035,123,128
0319,17,6,4770,120,124
0319,17,8,4050,122,129
0319,17,10,4065,122,128
0319,17,12,3900,120,122
0319,17,14,5070,117,120
0319,17,16,4005,120,124
0319,17,18,4665,120,122
0319,17,20,4755,119,122
0319,17,22,4605,120,126
0319,17,24,4080,122,125
0319,17,26,4755,121,125
0319,17,28,4755,120,124
0319,17,30,4140,120,125
0319,17,32,4545,119,125
0319,17,34,4275,121,123
0319,17,36,4320,121,126
0319,17,38,4665,119,121
0319,17,40,4005,120,123
0319,17,42,4620,118,119
0319,17,44,4050,121,125
0319,17,46,5010,118,121
0319,17,48,4335,120,124
0319,17,50,4455,120,122
0319,17,52,4125,122,124
0319,17,54,4365,119,124
0319,17,56,4095,120,129
0319,17,58,3960,123,126
0319,18,0,3435,124,132
0319,18,2,3450,120,125
0319,18,4,4170,120,129
0319,18,6,3705,122,124
0319,18,8,3465,124,129
0319,18,10,3975,121,124
0319,18,12,3645,120,122
0319,18,14,3615,121,127
0319,18,16,3735,122,127
0319,18,18,3465,119,122
0319,18,20,3330,122,124
